-0.000023  0.000016 -0.000031 -0.000008  0.000016  0.000000  0.000016  0.000023  0.000023 -0.000000 -0.000008
-0.000023  0.000008 -0.000031 -0.000008  0.000016  0.000000  0.000008  0.000023  0.000023  0.000000 -0.000008
-0.000016  0.000008 -0.000023 -0.000008  0.000016 -0.000000  0.000008  0.000023  0.000023 -0.000000 -0.000000
-0.000008 -0.000008 -0.000016 -0.000008  0.000008 -0.000000  0.000000  0.000016  0.000016 -0.000000 -0.000000
-0.000008 -0.000000 -0.000008 -0.000008  0.000008  0.000000  0.000000  0.000016  0.000016  0.000000  0.000000
-0.000000 -0.000016 -0.000008 -0.000008  0.000000 -0.000000 -0.000008  0.000008  0.000016 -0.000008 -0.000008
 0.000000 -0.000016 -0.000000 -0.000000 -0.000008  0.000016 -0.000008  0.000000  0.000000 -0.000008 -0.000008
 0.000000 -0.000023  0.000008  0.000008 -0.000008  0.000008 -0.000016 -0.000008 -0.000000 -0.000016 -0.000008
 0.000000 -0.000039  0.000016  0.000008 -0.000016  0.000008 -0.000023 -0.000016 -0.000008 -0.000016 -0.000008
-0.000008 -0.000039  0.000016  0.000008 -0.000023  0.000000 -0.000031 -0.000016 -0.000016 -0.000008 -0.000016
-0.000039 -0.000039  0.000008  0.000000 -0.000016 -0.000008 -0.000031 -0.000023 -0.000016 -0.000016 -0.000008
-0.000086 -0.000023 -0.000008 -0.000008 -0.000000 -0.000039 -0.000016 -0.000023 -0.000008 -0.000016 -0.000008
-0.001312 -0.001747 -0.001498 -0.000811 -0.000873 -0.000374 -0.000498 -0.000186 -0.000685 -0.000872 -0.000810
-0.001188 -0.001563 -0.001250 -0.000688 -0.000750 -0.000250 -0.000438 -0.000063 -0.000563 -0.000750 -0.000688
-0.001125 -0.001313 -0.001063 -0.000563 -0.000500 -0.000125 -0.000313  0.000062 -0.000438 -0.000500 -0.000500
-0.000938 -0.001063 -0.000875 -0.000313 -0.000313 -0.000000 -0.000125  0.000125 -0.000250 -0.000375 -0.000375
-0.000813 -0.000750 -0.000563 -0.000063 -0.000063  0.000250  0.000125  0.000250 -0.000000 -0.000125 -0.000125
-0.000625 -0.000375 -0.000188  0.000187  0.000250  0.000500  0.000312  0.000437  0.000250  0.000187  0.000187
-0.000375 -0.000000  0.000125  0.000500  0.000562  0.000750  0.000562  0.000750  0.000500  0.000562  0.000437
-0.000125  0.000437  0.000562  0.000812  0.000937  0.001062  0.000875  0.000937  0.000875  0.000875  0.000812
 0.000125  0.000812  0.000875  0.001062  0.001250  0.001312  0.001187  0.001250  0.001187  0.001250  0.001062
 0.000437  0.001187  0.001250  0.001312  0.001437  0.001500  0.001500  0.001500  0.001500  0.001562  0.001375
 0.000812  0.001187  0.001312  0.001375  0.001375  0.001562  0.001750  0.001687  0.001750  0.001750  0.001562
 0.001187  0.000688  0.000938  0.000938  0.000876  0.001313  0.001750  0.001812  0.001688  0.001625  0.001438
