-0.000086 -0.000117 -0.000094 -0.000094 -0.000063 -0.000078 -0.000070 -0.000047 -0.000055 -0.000047 -0.000039
-0.000078 -0.000117 -0.000094 -0.000094 -0.000063 -0.000070 -0.000070 -0.000055 -0.000047 -0.000039 -0.000039
-0.000078 -0.000109 -0.000094 -0.000094 -0.000063 -0.000070 -0.000070 -0.000055 -0.000047 -0.000039 -0.000039
-0.000078 -0.000117 -0.000094 -0.000094 -0.000070 -0.000070 -0.000063 -0.000055 -0.000055 -0.000047 -0.000039
-0.000078 -0.000109 -0.000086 -0.000086 -0.000070 -0.000078 -0.000070 -0.000055 -0.000055 -0.000047 -0.000039
-0.000078 -0.000109 -0.000086 -0.000094 -0.000070 -0.000078 -0.000070 -0.000055 -0.000055 -0.000047 -0.000039
-0.000078 -0.000109 -0.000086 -0.000094 -0.000070 -0.000070 -0.000070 -0.000070 -0.000055 -0.000047 -0.000047
-0.000078 -0.000109 -0.000086 -0.000086 -0.000078 -0.000078 -0.000070 -0.000070 -0.000062 -0.000055 -0.000047
-0.000078 -0.000102 -0.000086 -0.000094 -0.000086 -0.000078 -0.000078 -0.000070 -0.000070 -0.000062 -0.000055
-0.000078 -0.000109 -0.000102 -0.000102 -0.000102 -0.000094 -0.000086 -0.000086 -0.000078 -0.000070 -0.000055
-0.000094 -0.000117 -0.000109 -0.000109 -0.000109 -0.000109 -0.000109 -0.000094 -0.000086 -0.000078 -0.000062
-0.000117 -0.000148 -0.000141 -0.000133 -0.000133 -0.000133 -0.000133 -0.000109 -0.000094 -0.000086 -0.000078
 0.006188  0.006056  0.005620  0.005870  0.005621  0.005747  0.005809  0.005497  0.005310  0.004998  0.004686
 0.006125  0.005938  0.005620  0.005870  0.005750  0.005812  0.005809  0.005562  0.005375  0.005062  0.004686
 0.006000  0.005875  0.005620  0.005870  0.005750  0.005812  0.005809  0.005562  0.005375  0.005062  0.004686
 0.005875  0.005813  0.005620  0.005870  0.005812  0.005812  0.005875  0.005687  0.005437  0.005125  0.004686
 0.005625  0.005625  0.005563  0.005813  0.005812  0.005875  0.005937  0.005687  0.005437  0.005125  0.004812
 0.005375  0.005500  0.005563  0.005750  0.005812  0.005875  0.005813  0.005687  0.005437  0.005125  0.004812
 0.005000  0.005250  0.005438  0.005625  0.005812  0.005813  0.005813  0.005688  0.005437  0.005125  0.004750
 0.004501  0.004875  0.005188  0.005438  0.005750  0.005750  0.005688  0.005563  0.005375  0.005063  0.004750
 0.003751  0.004313  0.004813  0.005125  0.005438  0.005500  0.005500  0.005438  0.005188  0.004875  0.004563
 0.002751  0.003501  0.004063  0.004438  0.004938  0.005001  0.005063  0.005063  0.004875  0.004563  0.004313
 0.001376  0.002314  0.002876  0.003501  0.004001  0.004126  0.004251  0.004251  0.004188  0.004001  0.003751
-0.000685  0.000564  0.000877  0.001814  0.002314  0.002564  0.002939  0.003001  0.003001  0.003063  0.002876
