  1.332   3.105  -0.356   0.623  -0.709  -0.534   0.353   1.065   0.710  -0.532  -1.065
  1.067   2.756  -0.356   0.445  -0.622  -0.533   0.178   0.978   0.534  -0.532  -0.978
  0.800   2.489  -0.444   0.267  -0.622  -0.533   0.089   0.711   0.356  -0.622  -0.978
  0.445   2.045  -0.356   0.089  -0.533  -0.445  -0.089   0.534   0.089  -0.711  -0.889
  0.089   1.600  -0.356  -0.178  -0.533  -0.356  -0.178   0.267  -0.089  -0.800  -0.889
 -0.355   1.067  -0.267  -0.444  -0.356  -0.267  -0.444   0.000  -0.355  -0.889  -0.800
 -0.888   0.445  -0.267  -0.711  -0.356  -0.267  -0.622  -0.266  -0.622  -0.978  -0.711
 -1.422  -0.088  -0.089  -0.978  -0.267  -0.267  -0.889  -0.533  -0.889  -0.978  -0.622
 -2.044  -0.799   0.089  -0.978  -0.267  -0.355  -1.155  -0.800  -0.978  -0.889  -0.533
 -2.755  -1.333   0.444  -0.800  -0.355  -0.533  -1.244  -0.889  -0.889  -0.711  -0.533
 -3.111  -1.511   0.977  -0.090  -0.711  -1.155  -1.156  -0.711  -0.445  -0.267  -0.445
 -3.111  -1.156   1.866   1.598  -1.333  -2.132  -0.800   0.088   0.888   0.710  -0.444
  0.967   0.966   0.720   0.700   0.773   0.933   0.853   0.786   0.707   0.693   0.666
  0.947   0.940   0.720   0.700   0.767   0.907   0.840   0.780   0.707   0.693   0.673
  0.913   0.907   0.713   0.700   0.753   0.880   0.820   0.773   0.707   0.700   0.673
  0.873   0.873   0.707   0.700   0.747   0.847   0.793   0.760   0.713   0.693   0.680
  0.833   0.827   0.707   0.693   0.733   0.800   0.760   0.740   0.713   0.700   0.680
  0.773   0.773   0.700   0.687   0.720   0.753   0.727   0.720   0.707   0.693   0.687
  0.720   0.713   0.687   0.680   0.693   0.700   0.687   0.700   0.700   0.687   0.680
  0.640   0.647   0.673   0.660   0.673   0.647   0.640   0.680   0.693   0.673   0.673
  0.567   0.580   0.647   0.633   0.633   0.587   0.607   0.647   0.673   0.653   0.653
  0.487   0.527   0.607   0.593   0.587   0.547   0.573   0.627   0.640   0.613   0.613
  0.420   0.500   0.553   0.513   0.520   0.527   0.567   0.600   0.580   0.553   0.540
  0.380   0.527   0.460   0.387   0.433   0.573   0.607   0.593   0.480   0.453   0.407
