 -0.082  -0.059  -0.063  -0.054  -0.050  -0.043  -0.030  -0.024  -0.017  -0.002  -0.005
 -0.082  -0.059  -0.063  -0.054  -0.048  -0.043  -0.029  -0.024  -0.017  -0.002  -0.004
 -0.080  -0.059  -0.061  -0.054  -0.048  -0.042  -0.028  -0.022  -0.016  -0.002  -0.004
 -0.082  -0.061  -0.063  -0.052  -0.046  -0.041  -0.027  -0.022  -0.016  -0.002  -0.002
 -0.082  -0.063  -0.061  -0.050  -0.046  -0.041  -0.026  -0.023  -0.016  -0.001  -0.003
 -0.084  -0.067  -0.060  -0.052  -0.046  -0.040  -0.026  -0.021  -0.014  -0.001  -0.002
 -0.087  -0.069  -0.060  -0.050  -0.045  -0.040  -0.026  -0.021  -0.015  -0.000  -0.001
 -0.092  -0.075  -0.060  -0.051  -0.047  -0.042  -0.026  -0.020  -0.014   0.000  -0.002
 -0.102  -0.079  -0.065  -0.053  -0.047  -0.041  -0.027  -0.020  -0.014  -0.001  -0.001
 -0.119  -0.088  -0.073  -0.057  -0.051  -0.046  -0.029  -0.023  -0.015  -0.002  -0.001
 -0.143  -0.099  -0.086  -0.067  -0.060  -0.052  -0.032  -0.024  -0.017  -0.002  -0.001
 -0.186  -0.113  -0.109  -0.083  -0.075  -0.061  -0.040  -0.029  -0.020  -0.005  -0.003
 -0.159  -0.159  -0.168  -0.171  -0.181  -0.191  -0.206  -0.218  -0.233  -0.248  -0.266
 -0.159  -0.159  -0.166  -0.171  -0.180  -0.191  -0.205  -0.218  -0.232  -0.246  -0.264
 -0.160  -0.159  -0.164  -0.169  -0.178  -0.189  -0.203  -0.215  -0.230  -0.244  -0.262
 -0.161  -0.160  -0.164  -0.168  -0.177  -0.188  -0.200  -0.213  -0.228  -0.242  -0.259
 -0.163  -0.160  -0.163  -0.167  -0.175  -0.187  -0.199  -0.210  -0.224  -0.239  -0.256
 -0.164  -0.162  -0.161  -0.166  -0.175  -0.185  -0.195  -0.208  -0.222  -0.235  -0.252
 -0.168  -0.163  -0.161  -0.165  -0.173  -0.183  -0.193  -0.204  -0.217  -0.231  -0.246
 -0.174  -0.166  -0.161  -0.164  -0.172  -0.182  -0.190  -0.201  -0.214  -0.226  -0.240
 -0.183  -0.170  -0.163  -0.165  -0.172  -0.180  -0.187  -0.197  -0.208  -0.219  -0.234
 -0.195  -0.179  -0.169  -0.169  -0.174  -0.182  -0.186  -0.194  -0.204  -0.213  -0.225
 -0.216  -0.192  -0.182  -0.177  -0.181  -0.185  -0.187  -0.191  -0.199  -0.207  -0.216
 -0.247  -0.212  -0.204  -0.193  -0.193  -0.193  -0.191  -0.192  -0.195  -0.199  -0.209
